id,slug,question,event_title,event_slug,created_at,end_date,updated_at,closed,volume,p1,p2,resolution,cluster
1139923,will-us-or-israel-strike-iran-by-january-12-2026,"Will US or Israel strike Iran by January 12, 2026?",US/Israel strikes Iran by...?,usisrael-strikes-iran-by,2026-01-08 22:34:57+00:00,2026-12-31 00:00:00+00:00,2026-03-19 09:09:23+00:00,1,837265.25219,0.0,1.0,NO,IR_STRIKE
1139942,will-us-or-israel-strike-iran-by-january-31-2026,"Will US or Israel strike Iran by January 31, 2026?",US/Israel strikes Iran by...?,usisrael-strikes-iran-by,2026-01-08 22:35:07+00:00,2026-12-31 00:00:00+00:00,2026-03-19 09:09:23+00:00,1,6455319.003647,0.0,1.0,NO,IR_STRIKE
1144704,will-the-us-strike-yemen-next-966,Will the US strike Yemen next?,Next Country US Strikes,next-country-us-strikes-759,2026-01-09 18:32:40+00:00,2026-12-31 00:00:00+00:00,2026-03-19 09:09:23+00:00,1,296467.182543,0.0,1.0,NO,IR_STRIKE
1144705,will-the-us-strike-cuba-next-189,Will the US strike Cuba next?,Next Country US Strikes,next-country-us-strikes-759,2026-01-09 18:32:41+00:00,2026-12-31 00:00:00+00:00,2026-03-19 09:09:23+00:00,1,192326.618634,0.0,1.0,NO,IR_STRIKE
1144707,will-the-us-strike-somalia-next-626,Will the US strike Somalia next?,Next Country US Strikes,next-country-us-strikes-759,2026-01-09 18:32:43+00:00,2026-12-31 00:00:00+00:00,2026-03-19 09:09:23+00:00,1,294902.37579,0.0,1.0,NO,IR_STRIKE
1144708,will-the-us-strike-iraq-next-182,Will the US strike Iraq next?,Next Country US Strikes,next-country-us-strikes-759,2026-01-09 18:32:43+00:00,2026-12-31 00:00:00+00:00,2026-03-19 09:09:23+00:00,1,127765.520345,0.0,1.0,NO,IR_STRIKE
1144709,will-the-us-strike-iran-next-985,Will the US strike Iran next?,Next Country US Strikes,next-country-us-strikes-759,2026-01-09 18:32:44+00:00,2026-12-31 00:00:00+00:00,2026-03-19 09:09:23+00:00,1,1563708.569054,0.0,1.0,NO,IR_STRIKE
1144710,will-the-us-strike-nigeria-next-297,Will the US strike Nigeria next?,Next Country US Strikes,next-country-us-strikes-759,2026-01-09 18:32:45+00:00,2026-12-31 00:00:00+00:00,2026-03-19 09:09:23+00:00,1,91264.241836,0.0,1.0,NO,IR_STRIKE
1144711,will-the-us-strike-syria-next,Will the US strike Syria next?,Next Country US Strikes,next-country-us-strikes-759,2026-01-09 18:32:45+00:00,2026-12-31 00:00:00+00:00,2026-03-19 09:09:23+00:00,1,643648.421633,1.0,0.0,YES,IR_STRIKE
1144712,will-the-us-strike-another-country-first,Will the US strike another country first?,Next Country US Strikes,next-country-us-strikes-759,2026-01-09 18:32:46+00:00,2026-12-31 00:00:00+00:00,2026-03-19 09:09:23+00:00,1,155421.315898,0.0,1.0,NO,IR_STRIKE
1144713,will-the-us-not-strike-another-country-before-2027,Will the US not strike another country before 2027?,Next Country US Strikes,next-country-us-strikes-759,2026-01-09 18:32:46+00:00,2026-12-31 00:00:00+00:00,2026-03-19 09:09:23+00:00,1,252706.686637,0.0,1.0,NO,IR_STRIKE
1144898,will-the-us-strike-mexico-next,Will the US strike Mexico next?,Next Country US Strikes,next-country-us-strikes-759,2026-01-09 19:09:39+00:00,2026-12-31 00:00:00+00:00,2026-03-19 09:09:23+00:00,1,146855.406419,0.0,1.0,NO,IR_STRIKE
1144899,will-the-us-strike-colombia-next,Will the US strike Colombia next?,Next Country US Strikes,next-country-us-strikes-759,2026-01-09 19:09:56+00:00,2026-12-31 00:00:00+00:00,2026-03-19 09:09:23+00:00,1,131740.353678,0.0,1.0,NO,IR_STRIKE
1157587,will-the-us-strike-yemen-next-438,Will the US strike Yemen next?,Next Country US Strikes,next-country-us-strikes-391,2026-01-11 05:28:57+00:00,2026-12-31 00:00:00+00:00,2026-03-19 09:09:23+00:00,1,319260.004028,0.0,1.0,NO,IR_STRIKE
1157588,will-the-us-strike-cuba-nex,Will the US strike Cuba nex,Next Country US Strikes,next-country-us-strikes-391,2026-01-11 05:28:57+00:00,2026-12-31 00:00:00+00:00,2026-03-19 09:09:23+00:00,1,194490.118923,0.0,1.0,NO,IR_STRIKE
1157590,will-the-us-strike-somalia-next-637,Will the US strike Somalia next?,Next Country US Strikes,next-country-us-strikes-391,2026-01-11 05:28:58+00:00,2026-12-31 00:00:00+00:00,2026-03-19 09:09:23+00:00,1,1308938.303942,1.0,0.0,YES,IR_STRIKE
1157591,will-the-us-strike-iraq-next-339,Will the US strike Iraq next?,Next Country US Strikes,next-country-us-strikes-391,2026-01-11 05:28:59+00:00,2026-12-31 00:00:00+00:00,2026-03-19 09:09:23+00:00,1,338792.121916,0.0,1.0,NO,IR_STRIKE
1157592,will-the-us-strike-iran-next-784,Will the US strike Iran next?,Next Country US Strikes,next-country-us-strikes-391,2026-01-11 05:29:00+00:00,2026-12-31 00:00:00+00:00,2026-03-19 09:09:23+00:00,1,1120998.711464,0.0,1.0,NO,IR_STRIKE
1157593,will-the-us-strike-nigeria-next-535,Will the US strike Nigeria next?,Next Country US Strikes,next-country-us-strikes-391,2026-01-11 05:29:00+00:00,2026-12-31 00:00:00+00:00,2026-03-19 09:09:23+00:00,1,176521.959242,0.0,1.0,NO,IR_STRIKE
1157594,will-the-us-strike-syria-next-564,Will the US strike Syria next?,Next Country US Strikes,next-country-us-strikes-391,2026-01-11 05:29:01+00:00,2026-12-31 00:00:00+00:00,2026-03-19 09:09:23+00:00,1,265508.431807,0.0,1.0,NO,IR_STRIKE
1157595,will-the-us-strike-another-country-first-879,Will the US strike another country first?,Next Country US Strikes,next-country-us-strikes-391,2026-01-11 05:29:01+00:00,2026-12-31 00:00:00+00:00,2026-03-19 09:09:23+00:00,1,476181.650186,0.0,1.0,NO,IR_STRIKE
1157596,will-the-us-not-strike-another-country-before-2027-395,Will the US not strike another country before 2027?,Next Country US Strikes,next-country-us-strikes-391,2026-01-11 05:29:02+00:00,2026-12-31 00:00:00+00:00,2026-03-19 09:09:23+00:00,1,379428.687199,0.0,1.0,NO,IR_STRIKE
1157597,will-the-us-strike-mexico-next-131,Will the US strike Mexico next?,Next Country US Strikes,next-country-us-strikes-391,2026-01-11 05:29:02+00:00,2026-12-31 00:00:00+00:00,2026-03-19 09:09:23+00:00,1,205754.053979,0.0,1.0,NO,IR_STRIKE
1157598,will-the-us-strike-colombia-next-536,Will the US strike Colombia next?,Next Country US Strikes,next-country-us-strikes-391,2026-01-11 05:29:03+00:00,2026-12-31 00:00:00+00:00,2026-03-19 09:09:23+00:00,1,213798.382119,0.0,1.0,NO,IR_STRIKE
1170144,will-the-us-officially-declare-war-on-iran-by-december-31-2026-746,"Will the US officially declare war on Iran by December 31, 2026?",Will the US officially declare war on Iran by...?,will-the-us-officially-declare-war-on-iran-by,2026-01-12 20:42:49+00:00,2026-12-31 00:00:00+00:00,2026-03-31 13:43:23+00:00,0,307664.12712599867,0.095,0.905,UNRESOLVED,IR_STRIKE
1178484,will-the-us-strike-yemen-next-277,Will the US strike Yemen next?,Next Country US Strikes,next-country-us-strikes-329,2026-01-13 21:14:39+00:00,2026-12-31 00:00:00+00:00,2026-03-19 09:09:23+00:00,1,122379.244529,0.0,1.0,NO,IR_STRIKE
1178485,will-the-us-strike-cuba-next-862,Will the US strike Cuba next?,Next Country US Strikes,next-country-us-strikes-329,2026-01-13 21:14:40+00:00,2026-12-31 00:00:00+00:00,2026-03-19 09:09:23+00:00,1,116200.052964,0.0,1.0,NO,IR_STRIKE
1178487,will-the-us-strike-somalia-next-795,Will the US strike Somalia next?,Next Country US Strikes,next-country-us-strikes-329,2026-01-13 21:14:42+00:00,2026-12-31 00:00:00+00:00,2026-03-19 09:09:23+00:00,1,836914.052095,1.0,0.0,YES,IR_STRIKE
1178488,will-the-us-strike-iraq-next-887,Will the US strike Iraq next?,Next Country US Strikes,next-country-us-strikes-329,2026-01-13 21:14:42+00:00,2026-12-31 00:00:00+00:00,2026-03-19 09:09:23+00:00,1,98516.238685,0.0,1.0,NO,IR_STRIKE
1178489,will-the-us-strike-iran-next-736,Will the US strike Iran next?,Next Country US Strikes,next-country-us-strikes-329,2026-01-13 21:14:43+00:00,2026-12-31 00:00:00+00:00,2026-03-19 09:09:23+00:00,1,308546.209494,0.0,1.0,NO,IR_STRIKE
1178490,will-the-us-strike-nigeria-next-428,Will the US strike Nigeria next?,Next Country US Strikes,next-country-us-strikes-329,2026-01-13 21:14:44+00:00,2026-12-31 00:00:00+00:00,2026-03-19 09:09:23+00:00,1,91408.84471,0.0,1.0,NO,IR_STRIKE
1178491,will-the-us-strike-syria-next-695,Will the US strike Syria next?,Next Country US Strikes,next-country-us-strikes-329,2026-01-13 21:14:44+00:00,2026-12-31 00:00:00+00:00,2026-03-19 09:09:23+00:00,1,130066.868615,0.0,1.0,NO,IR_STRIKE
1178492,will-the-us-strike-another-country-first-161,Will the US strike another country first?,Next Country US Strikes,next-country-us-strikes-329,2026-01-13 21:14:45+00:00,2026-12-31 00:00:00+00:00,2026-03-19 09:09:23+00:00,1,120925.424489,0.0,1.0,NO,IR_STRIKE
1178493,will-the-us-not-strike-another-country-before-2027-957,Will the US not strike another country before 2027?,Next Country US Strikes,next-country-us-strikes-329,2026-01-13 21:14:45+00:00,2026-12-31 00:00:00+00:00,2026-03-19 09:09:23+00:00,1,330016.615423,0.0,1.0,NO,IR_STRIKE
1178494,will-the-us-strike-mexico-next-829,Will the US strike Mexico next?,Next Country US Strikes,next-country-us-strikes-329,2026-01-13 21:14:46+00:00,2026-12-31 00:00:00+00:00,2026-03-19 09:09:23+00:00,1,109667.771965,0.0,1.0,NO,IR_STRIKE
1178495,will-the-us-strike-colombia-next-254,Will the US strike Colombia next?,Next Country US Strikes,next-country-us-strikes-329,2026-01-13 21:14:47+00:00,2026-12-31 00:00:00+00:00,2026-03-19 09:09:23+00:00,1,141872.29361,0.0,1.0,NO,IR_STRIKE
1195686,us-strikes-iran-or-trump-announces-fed-nominee-first,US strikes Iran or Trump announces Fed nominee first?,US strikes Iran or Trump announces Fed nominee first?,us-strikes-iran-or-trump-announces-fed-nominee-first,2026-01-16 00:22:18+00:00,2026-12-31 00:00:00+00:00,2026-03-19 09:09:23+00:00,1,58405.384506,0.0,1.0,NO,IR_STRIKE
