condition_id,question,is_yes,n_test,logreg_roc,mlp_roc
0x824df6aa7e270678a5239d697918e918834a52cc6e59ebc25b650b2df649ac82,"US strikes Iran by March 7, 2026?",1,1543,0.5134440422868176,0.5271626964498314
0x3fc804e4d893f86d49229eb42492cabf6150f5bcbf36c1b66d1e8f22bc15ec6d,"US strikes Iran by March 2, 2026?",1,1847,0.7720381509499936,0.5270562719424665
0x6a4d97b6b54f49991f3984998fc8423668b09e9ea21de7074f27ab7dd4953ba3,"US strikes Iran by March 3, 2026?",1,1204,0.6049375989441916,0.5215323749935676
0x63eed4826f75272a6ff68e0d0d6d0e0e685407a75e5dc9dd78236693c4ab1741,"US strikes Iran by March 6, 2026?",1,880,0.6350947158524427,0.521461656696577
0x7e7e6199b1670c7f083fa22ee2bc53ff51d710a417fae70bb96b623e6f4c281c,"US strikes Iran by March 9, 2026?",1,372,0.6772258908348487,0.5193798449612403
0xc5dee81018bb9a94aeeae933e3824b534fad8aaadbd342c2a518e1eddbf88593,Iran x Israel/US conflict ends by March 15?,0,1973,0.4514421748008854,0.5093113001964897
0xa2fc7ad04414ad58b0d122558de5e8784c38a024a038cc08de54fd8a9cebb1ef,"Trump announces US x Iran ceasefire end by April 8, 2026?",0,17,0.5857142857142856,0.5
0x15aa3c1259a716915e068a0d63c3885d2301d29e8982cbb1717ecb9b63d02d95,"US strikes Iran by March 1, 2026?",1,3514,0.7469290452960949,0.4739131197107367
0x797d586ad45522306490b0cc9b2f21bdf957f3843476fae99f3bcc2cec83b74b,"US strikes Iran by June 30, 2026?",1,8223,0.5943843752965345,0.4483212945699257
0x1a9c672954add1948931ece050d225bfbfa7650979bbe6458ac3af08d1e44742,"US strikes Iran by March 11, 2026?",1,239,0.7115892496504583,0.40640049712599036
0x88d15da5bbd95766495c0229da4dab1382cc81e313c6be925558f86b8b628d91,"US strikes Iran by March 14, 2026?",1,244,0.7052185109444823,0.39339544043020525
